source,target,edge_type
CLM-006489,DEV-000816,USES_DEVICE
CLM-006489,REP-000567,REPAIRED_BY
CLM-006490,CUS-002066,FILED_BY
CLM-006490,DEV-001755,USES_DEVICE
CLM-006491,CUS-001029,FILED_BY
CLM-006491,DEV-002309,USES_DEVICE
CLM-006491,REP-000188,REPAIRED_BY
CLM-006492,CUS-001842,FILED_BY
CLM-006492,DEV-000159,USES_DEVICE
CLM-006493,CUS-000987,FILED_BY
CLM-006493,DEV-001483,USES_DEVICE
CLM-006493,REP-000253,REPAIRED_BY
CLM-006494,CUS-002531,FILED_BY
CLM-006494,DEV-002327,USES_DEVICE
CLM-006494,REP-000130,REPAIRED_BY
CLM-006495,CUS-001365,FILED_BY
CLM-006495,DEV-002690,USES_DEVICE
CLM-006495,REP-000360,REPAIRED_BY
CLM-006496,CUS-002756,FILED_BY
CLM-006496,DEV-002561,USES_DEVICE
CLM-006497,CUS-001157,FILED_BY
CLM-006497,DEV-002719,USES_DEVICE
CLM-006498,CUS-000285,FILED_BY
CLM-006498,DEV-000258,USES_DEVICE
CLM-006498,REP-000210,REPAIRED_BY
CLM-006499,CUS-002287,FILED_BY
CLM-006499,DEV-002288,USES_DEVICE
CLM-006500,CUS-001219,FILED_BY
CLM-006500,DEV-001076,USES_DEVICE
CLM-006500,REP-000253,REPAIRED_BY
CLM-006501,CUS-000399,FILED_BY
CLM-006501,DEV-000242,USES_DEVICE
CLM-006502,CUS-001882,FILED_BY
CLM-006502,DEV-001969,USES_DEVICE
CLM-006502,REP-000181,REPAIRED_BY
CLM-006503,CUS-000360,FILED_BY
CLM-006503,DEV-002426,USES_DEVICE
CLM-006503,REP-000118,REPAIRED_BY
CLM-006504,CUS-002040,FILED_BY
CLM-006504,DEV-000649,USES_DEVICE
CLM-006504,REP-000225,REPAIRED_BY
CLM-006505,CUS-000210,FILED_BY
CLM-006505,DEV-000610,USES_DEVICE
CLM-006505,REP-000229,REPAIRED_BY
CLM-006506,CUS-002845,FILED_BY
CLM-006506,DEV-002893,USES_DEVICE
CLM-006507,CUS-002373,FILED_BY
CLM-006507,DEV-001699,USES_DEVICE
CLM-006507,REP-000300,REPAIRED_BY
CLM-006508,CUS-002932,FILED_BY
CLM-006508,DEV-001548,USES_DEVICE
CLM-006508,REP-000558,REPAIRED_BY
CLM-006509,CUS-001238,FILED_BY
CLM-006509,DEV-001947,USES_DEVICE
CLM-006509,REP-000351,REPAIRED_BY
CLM-006510,CUS-001508,FILED_BY
CLM-006510,DEV-002379,USES_DEVICE
CLM-006510,REP-000053,REPAIRED_BY
CLM-006511,CUS-000149,FILED_BY
CLM-006511,DEV-001844,USES_DEVICE
CLM-006511,REP-000322,REPAIRED_BY
CLM-006512,CUS-002768,FILED_BY
CLM-006512,DEV-002953,USES_DEVICE
CLM-006512,REP-000011,REPAIRED_BY
CLM-006513,CUS-001438,FILED_BY
CLM-006513,DEV-001313,USES_DEVICE
CLM-006513,REP-000322,REPAIRED_BY
CLM-006514,CUS-002410,FILED_BY
CLM-006514,DEV-002762,USES_DEVICE
CLM-006514,REP-000351,REPAIRED_BY
CLM-006515,CUS-001022,FILED_BY
CLM-006515,DEV-002686,USES_DEVICE
CLM-006515,REP-000669,REPAIRED_BY
CLM-006516,CUS-002647,FILED_BY
CLM-006516,DEV-002129,USES_DEVICE
CLM-006516,REP-000362,REPAIRED_BY
CLM-006517,CUS-002249,FILED_BY
CLM-006517,DEV-000486,USES_DEVICE
CLM-006518,CUS-002546,FILED_BY
CLM-006518,DEV-001305,USES_DEVICE
CLM-006519,CUS-002411,FILED_BY
CLM-006519,DEV-001918,USES_DEVICE
CLM-006519,REP-000293,REPAIRED_BY
CLM-006520,CUS-002446,FILED_BY
CLM-006520,DEV-000377,USES_DEVICE
CLM-006520,REP-000493,REPAIRED_BY
CLM-006521,CUS-002419,FILED_BY
CLM-006521,DEV-001054,USES_DEVICE
CLM-006521,REP-000257,REPAIRED_BY
CLM-006522,CUS-002760,FILED_BY
CLM-006522,DEV-000038,USES_DEVICE
CLM-006522,REP-000556,REPAIRED_BY
CLM-006523,CUS-000917,FILED_BY
CLM-006523,DEV-001846,USES_DEVICE
CLM-006524,CUS-002469,FILED_BY
CLM-006524,DEV-002026,USES_DEVICE
CLM-006524,REP-000389,REPAIRED_BY
CLM-006525,CUS-000486,FILED_BY
CLM-006525,DEV-001774,USES_DEVICE
CLM-006525,REP-000222,REPAIRED_BY
CLM-006526,CUS-001337,FILED_BY
CLM-006526,DEV-002150,USES_DEVICE
CLM-006526,REP-000423,REPAIRED_BY
CLM-006527,CUS-001126,FILED_BY
CLM-006527,DEV-002353,USES_DEVICE
CLM-006527,REP-000094,REPAIRED_BY
CLM-006528,CUS-002242,FILED_BY
CLM-006528,DEV-001644,USES_DEVICE
CLM-006528,REP-000206,REPAIRED_BY
CLM-006529,CUS-001620,FILED_BY
CLM-006529,DEV-002505,USES_DEVICE
CLM-006530,CUS-001550,FILED_BY
CLM-006530,DEV-001630,USES_DEVICE
CLM-006530,REP-000687,REPAIRED_BY
CLM-006531,CUS-000982,FILED_BY
CLM-006531,DEV-000346,USES_DEVICE
CLM-006531,REP-000305,REPAIRED_BY
CLM-006532,CUS-002476,FILED_BY
CLM-006532,DEV-002839,USES_DEVICE
CLM-006532,REP-000002,REPAIRED_BY
CLM-006533,CUS-002948,FILED_BY
CLM-006533,DEV-002864,USES_DEVICE
CLM-006533,REP-000114,REPAIRED_BY
CLM-006534,CUS-002967,FILED_BY
CLM-006534,DEV-000733,USES_DEVICE
CLM-006534,REP-000316,REPAIRED_BY
CLM-006535,CUS-000694,FILED_BY
CLM-006535,DEV-002621,USES_DEVICE
CLM-006536,CUS-000532,FILED_BY
CLM-006536,DEV-002359,USES_DEVICE
CLM-006537,CUS-001557,FILED_BY
CLM-006537,DEV-000113,USES_DEVICE
CLM-006538,CUS-001037,FILED_BY
CLM-006538,DEV-002851,USES_DEVICE
CLM-006538,REP-000064,REPAIRED_BY
CLM-006539,CUS-000506,FILED_BY
CLM-006539,DEV-001469,USES_DEVICE
CLM-006539,REP-000483,REPAIRED_BY
CLM-006540,CUS-001037,FILED_BY
CLM-006540,DEV-002851,USES_DEVICE
CLM-006541,CUS-000224,FILED_BY
CLM-006541,DEV-001207,USES_DEVICE
CLM-006541,REP-000142,REPAIRED_BY
CLM-006542,CUS-002810,FILED_BY
CLM-006542,DEV-000092,USES_DEVICE
CLM-006542,REP-000524,REPAIRED_BY
CLM-006543,CUS-002499,FILED_BY
CLM-006543,DEV-000607,USES_DEVICE
CLM-006543,REP-000520,REPAIRED_BY
CLM-006544,CUS-001487,FILED_BY
CLM-006544,DEV-002954,USES_DEVICE
CLM-006545,CUS-002775,FILED_BY
CLM-006545,DEV-001770,USES_DEVICE
CLM-006545,REP-000577,REPAIRED_BY
CLM-006546,CUS-002934,FILED_BY
CLM-006546,DEV-001613,USES_DEVICE
CLM-006546,REP-000193,REPAIRED_BY
CLM-006547,CUS-000584,FILED_BY
CLM-006547,DEV-001352,USES_DEVICE
CLM-006548,CUS-002500,FILED_BY
CLM-006548,DEV-001549,USES_DEVICE
CLM-006548,REP-000358,REPAIRED_BY
CLM-006549,CUS-000292,FILED_BY
CLM-006549,DEV-002949,USES_DEVICE
CLM-006549,REP-000086,REPAIRED_BY
CLM-006550,CUS-001318,FILED_BY
CLM-006550,DEV-001336,USES_DEVICE
CLM-006551,CUS-001349,FILED_BY
CLM-006551,DEV-001427,USES_DEVICE
CLM-006551,REP-000122,REPAIRED_BY
CLM-006552,CUS-002987,FILED_BY
CLM-006552,DEV-000867,USES_DEVICE
CLM-006552,REP-000585,REPAIRED_BY
CLM-006553,CUS-002643,FILED_BY
CLM-006553,DEV-002165,USES_DEVICE
CLM-006553,REP-000632,REPAIRED_BY
CLM-006554,CUS-001818,FILED_BY
CLM-006554,DEV-001448,USES_DEVICE
CLM-006554,REP-000146,REPAIRED_BY
CLM-006555,CUS-001690,FILED_BY
CLM-006555,DEV-002588,USES_DEVICE
CLM-006555,REP-000109,REPAIRED_BY
CLM-006556,CUS-002432,FILED_BY
CLM-006556,DEV-000250,USES_DEVICE
CLM-006556,REP-000353,REPAIRED_BY
CLM-006557,CUS-002432,FILED_BY
CLM-006557,DEV-000250,USES_DEVICE
CLM-006557,REP-000538,REPAIRED_BY
CLM-006558,CUS-002965,FILED_BY
CLM-006558,DEV-001600,USES_DEVICE
CLM-006558,REP-000040,REPAIRED_BY
CLM-006559,CUS-002239,FILED_BY
CLM-006559,DEV-002144,USES_DEVICE
CLM-006560,CUS-000240,FILED_BY
CLM-006560,DEV-001466,USES_DEVICE
CLM-006560,REP-000144,REPAIRED_BY
CLM-006561,CUS-000044,FILED_BY
CLM-006561,DEV-001208,USES_DEVICE
CLM-006561,REP-000423,REPAIRED_BY
CLM-006562,CUS-002171,FILED_BY
CLM-006562,DEV-000659,USES_DEVICE
CLM-006563,CUS-002122,FILED_BY
CLM-006563,DEV-001634,USES_DEVICE
CLM-006564,CUS-001977,FILED_BY
CLM-006564,DEV-000791,USES_DEVICE
CLM-006564,REP-000098,REPAIRED_BY
CLM-006565,CUS-001445,FILED_BY
CLM-006565,DEV-000127,USES_DEVICE
CLM-006565,REP-000575,REPAIRED_BY
CLM-006566,CUS-001191,FILED_BY
CLM-006566,DEV-002974,USES_DEVICE
CLM-006566,REP-000301,REPAIRED_BY
CLM-006567,CUS-000774,FILED_BY
CLM-006567,DEV-000214,USES_DEVICE
CLM-006567,REP-000018,REPAIRED_BY
CLM-006568,CUS-001785,FILED_BY
CLM-006568,DEV-000239,USES_DEVICE
CLM-006568,REP-000416,REPAIRED_BY
CLM-006569,CUS-000867,FILED_BY
CLM-006569,DEV-002206,USES_DEVICE
CLM-006569,REP-000668,REPAIRED_BY
CLM-006570,CUS-000535,FILED_BY
CLM-006570,DEV-001724,USES_DEVICE
CLM-006570,REP-000285,REPAIRED_BY
CLM-006571,CUS-002882,FILED_BY
CLM-006571,DEV-000924,USES_DEVICE
CLM-006571,REP-000051,REPAIRED_BY
CLM-006572,CUS-002842,FILED_BY
CLM-006572,DEV-000436,USES_DEVICE
CLM-006572,REP-000017,REPAIRED_BY
CLM-006573,CUS-002753,FILED_BY
CLM-006573,DEV-001669,USES_DEVICE
CLM-006573,REP-000325,REPAIRED_BY
CLM-006574,CUS-001684,FILED_BY
CLM-006574,DEV-000866,USES_DEVICE
CLM-006575,CUS-000401,FILED_BY
CLM-006575,DEV-000385,USES_DEVICE
CLM-006576,CUS-002668,FILED_BY
CLM-006576,DEV-001948,USES_DEVICE
CLM-006576,REP-000111,REPAIRED_BY
CLM-006577,CUS-000965,FILED_BY
CLM-006577,DEV-001429,USES_DEVICE
CLM-006577,REP-000353,REPAIRED_BY
CLM-006578,CUS-002707,FILED_BY
CLM-006578,DEV-000641,USES_DEVICE
CLM-006578,REP-000430,REPAIRED_BY
CLM-006579,CUS-002040,FILED_BY
CLM-006579,DEV-000649,USES_DEVICE
CLM-006580,CUS-000773,FILED_BY
CLM-006580,DEV-001084,USES_DEVICE
CLM-006581,CUS-001892,FILED_BY
CLM-006581,DEV-001457,USES_DEVICE
CLM-006582,CUS-000337,FILED_BY
CLM-006582,DEV-002974,USES_DEVICE
CLM-006583,CUS-002614,FILED_BY
CLM-006583,DEV-001055,USES_DEVICE
CLM-006583,REP-000452,REPAIRED_BY
CLM-006584,CUS-000620,FILED_BY
CLM-006584,DEV-001564,USES_DEVICE
CLM-006585,CUS-000694,FILED_BY
CLM-006585,DEV-001888,USES_DEVICE
CLM-006585,REP-000421,REPAIRED_BY
CLM-006586,CUS-002007,FILED_BY
CLM-006586,DEV-001676,USES_DEVICE
CLM-006586,REP-000527,REPAIRED_BY
CLM-006587,CUS-001328,FILED_BY
CLM-006587,DEV-000955,USES_DEVICE
CLM-006587,REP-000547,REPAIRED_BY
CLM-006588,CUS-000189,FILED_BY
CLM-006588,DEV-002635,USES_DEVICE
CLM-006588,REP-000676,REPAIRED_BY
CLM-006589,CUS-001149,FILED_BY
CLM-006589,DEV-002673,USES_DEVICE
CLM-006589,REP-000266,REPAIRED_BY
CLM-006590,CUS-000088,FILED_BY
CLM-006590,DEV-000491,USES_DEVICE
CLM-006591,CUS-000071,FILED_BY
CLM-006591,DEV-002961,USES_DEVICE
CLM-006591,REP-000395,REPAIRED_BY
CLM-006592,CUS-002632,FILED_BY
CLM-006592,DEV-001708,USES_DEVICE
CLM-006592,REP-000447,REPAIRED_BY
CLM-006593,CUS-001679,FILED_BY
CLM-006593,DEV-001918,USES_DEVICE
CLM-006593,REP-000225,REPAIRED_BY
CLM-006594,CUS-000444,FILED_BY
CLM-006594,DEV-001283,USES_DEVICE
CLM-006594,REP-000205,REPAIRED_BY
CLM-006595,CUS-002176,FILED_BY
CLM-006595,DEV-000411,USES_DEVICE
CLM-006595,REP-000112,REPAIRED_BY
CLM-006596,CUS-000748,FILED_BY
CLM-006596,DEV-002064,USES_DEVICE
CLM-006596,REP-000158,REPAIRED_BY
CLM-006597,CUS-002293,FILED_BY
CLM-006597,DEV-002651,USES_DEVICE
CLM-006598,CUS-002224,FILED_BY
CLM-006598,DEV-001397,USES_DEVICE
CLM-006598,REP-000674,REPAIRED_BY
CLM-006599,CUS-002723,FILED_BY
CLM-006599,DEV-000638,USES_DEVICE
CLM-006599,REP-000528,REPAIRED_BY
CLM-006600,CUS-001019,FILED_BY
CLM-006600,DEV-002550,USES_DEVICE
CLM-006601,CUS-002326,FILED_BY
CLM-006601,DEV-000151,USES_DEVICE
CLM-006601,REP-000327,REPAIRED_BY
CLM-006602,CUS-001644,FILED_BY
CLM-006602,DEV-000492,USES_DEVICE
CLM-006602,REP-000584,REPAIRED_BY
CLM-006603,CUS-000919,FILED_BY
CLM-006603,DEV-001471,USES_DEVICE
CLM-006604,CUS-001456,FILED_BY
CLM-006604,DEV-002516,USES_DEVICE
CLM-006604,REP-000591,REPAIRED_BY
CLM-006605,CUS-002168,FILED_BY
CLM-006605,DEV-000668,USES_DEVICE
CLM-006606,CUS-002090,FILED_BY
CLM-006606,DEV-001770,USES_DEVICE
CLM-006607,CUS-000275,FILED_BY
CLM-006607,DEV-002979,USES_DEVICE
CLM-006608,CUS-000024,FILED_BY
CLM-006608,DEV-000970,USES_DEVICE
CLM-006608,REP-000386,REPAIRED_BY
CLM-006609,CUS-001861,FILED_BY
CLM-006609,DEV-002433,USES_DEVICE
CLM-006609,REP-000142,REPAIRED_BY
CLM-006610,CUS-000815,FILED_BY
CLM-006610,DEV-000343,USES_DEVICE
CLM-006611,CUS-001242,FILED_BY
CLM-006611,DEV-001554,USES_DEVICE
CLM-006611,REP-000127,REPAIRED_BY
CLM-006612,CUS-001129,FILED_BY
CLM-006612,DEV-001378,USES_DEVICE
CLM-006612,REP-000216,REPAIRED_BY
CLM-006613,CUS-002884,FILED_BY
CLM-006613,DEV-001642,USES_DEVICE
CLM-006613,REP-000365,REPAIRED_BY
CLM-006614,CUS-000418,FILED_BY
CLM-006614,DEV-000669,USES_DEVICE
CLM-006614,REP-000452,REPAIRED_BY
CLM-006615,CUS-000497,FILED_BY
CLM-006615,DEV-001704,USES_DEVICE
CLM-006616,CUS-001553,FILED_BY
CLM-006616,DEV-001811,USES_DEVICE
CLM-006616,REP-000057,REPAIRED_BY
CLM-006617,CUS-001320,FILED_BY
CLM-006617,DEV-000334,USES_DEVICE
CLM-006617,REP-000329,REPAIRED_BY
CLM-006618,CUS-000731,FILED_BY
CLM-006618,DEV-001379,USES_DEVICE
CLM-006618,REP-000171,REPAIRED_BY
CLM-006619,CUS-002880,FILED_BY
CLM-006619,DEV-002889,USES_DEVICE
CLM-006620,CUS-001598,FILED_BY
CLM-006620,DEV-001238,USES_DEVICE
CLM-006620,REP-000341,REPAIRED_BY
CLM-006621,CUS-000276,FILED_BY
CLM-006621,DEV-002590,USES_DEVICE
CLM-006622,CUS-002500,FILED_BY
CLM-006622,DEV-001169,USES_DEVICE
CLM-006622,REP-000605,REPAIRED_BY
CLM-006623,CUS-001606,FILED_BY
CLM-006623,DEV-001937,USES_DEVICE
CLM-006624,CUS-002410,FILED_BY
CLM-006624,DEV-001516,USES_DEVICE
CLM-006625,CUS-000226,FILED_BY
CLM-006625,DEV-001571,USES_DEVICE
CLM-006625,REP-000158,REPAIRED_BY
CLM-006626,CUS-001577,FILED_BY
CLM-006626,DEV-000668,USES_DEVICE
CLM-006626,REP-000394,REPAIRED_BY
CLM-006627,CUS-001377,FILED_BY
CLM-006627,DEV-002411,USES_DEVICE
CLM-006628,CUS-002801,FILED_BY
CLM-006628,DEV-000055,USES_DEVICE
CLM-006629,CUS-001305,FILED_BY
CLM-006629,DEV-002452,USES_DEVICE
CLM-006629,REP-000544,REPAIRED_BY
CLM-006630,CUS-000385,FILED_BY
CLM-006630,DEV-002230,USES_DEVICE
CLM-006631,CUS-000320,FILED_BY
CLM-006631,DEV-002714,USES_DEVICE
CLM-006631,REP-000565,REPAIRED_BY
CLM-006632,CUS-000042,FILED_BY
CLM-006632,DEV-001707,USES_DEVICE
CLM-006632,REP-000258,REPAIRED_BY
CLM-006633,CUS-000478,FILED_BY
CLM-006633,DEV-002866,USES_DEVICE
CLM-006633,REP-000119,REPAIRED_BY
CLM-006634,CUS-001654,FILED_BY
CLM-006634,DEV-002040,USES_DEVICE
CLM-006634,REP-000168,REPAIRED_BY
CLM-006635,CUS-001627,FILED_BY
CLM-006635,DEV-002724,USES_DEVICE
CLM-006636,CUS-001938,FILED_BY
CLM-006636,DEV-001794,USES_DEVICE
CLM-006637,CUS-002688,FILED_BY
CLM-006637,DEV-002754,USES_DEVICE
CLM-006637,REP-000567,REPAIRED_BY
CLM-006638,CUS-001164,FILED_BY
CLM-006638,DEV-002116,USES_DEVICE
CLM-006638,REP-000335,REPAIRED_BY
CLM-006639,CUS-001903,FILED_BY
CLM-006639,DEV-002867,USES_DEVICE
CLM-006640,CUS-001873,FILED_BY
CLM-006640,DEV-002088,USES_DEVICE
CLM-006641,CUS-001421,FILED_BY
CLM-006641,DEV-001911,USES_DEVICE
CLM-006641,REP-000375,REPAIRED_BY
CLM-006642,CUS-002089,FILED_BY
CLM-006642,DEV-002951,USES_DEVICE
CLM-006643,CUS-000200,FILED_BY
CLM-006643,DEV-001067,USES_DEVICE
CLM-006643,REP-000672,REPAIRED_BY
CLM-006644,CUS-002351,FILED_BY
CLM-006644,DEV-001936,USES_DEVICE
CLM-006645,CUS-002522,FILED_BY
CLM-006645,DEV-001587,USES_DEVICE
CLM-006645,REP-000566,REPAIRED_BY
CLM-006646,CUS-002466,FILED_BY
CLM-006646,DEV-001960,USES_DEVICE
CLM-006647,CUS-000566,FILED_BY
CLM-006647,DEV-001765,USES_DEVICE
CLM-006647,REP-000059,REPAIRED_BY
CLM-006648,CUS-001725,FILED_BY
CLM-006648,DEV-002449,USES_DEVICE
CLM-006649,CUS-001699,FILED_BY
CLM-006649,DEV-000578,USES_DEVICE
CLM-006649,REP-000615,REPAIRED_BY
CLM-006650,CUS-001392,FILED_BY
CLM-006650,DEV-000666,USES_DEVICE
CLM-006650,REP-000089,REPAIRED_BY
CLM-006651,CUS-001781,FILED_BY
CLM-006651,DEV-000786,USES_DEVICE
CLM-006651,REP-000265,REPAIRED_BY
CLM-006652,CUS-002532,FILED_BY
CLM-006652,DEV-000778,USES_DEVICE
CLM-006653,CUS-000373,FILED_BY
CLM-006653,DEV-001591,USES_DEVICE
CLM-006654,CUS-002078,FILED_BY
CLM-006654,DEV-001619,USES_DEVICE
CLM-006655,CUS-001434,FILED_BY
CLM-006655,DEV-001768,USES_DEVICE
CLM-006655,REP-000284,REPAIRED_BY
CLM-006656,CUS-002242,FILED_BY
CLM-006656,DEV-002937,USES_DEVICE
CLM-006657,CUS-001285,FILED_BY
CLM-006657,DEV-000884,USES_DEVICE
CLM-006657,REP-000478,REPAIRED_BY
CLM-006658,CUS-001634,FILED_BY
CLM-006658,DEV-002737,USES_DEVICE
CLM-006659,CUS-000619,FILED_BY
CLM-006659,DEV-002265,USES_DEVICE
CLM-006660,CUS-001852,FILED_BY
CLM-006660,DEV-000923,USES_DEVICE
CLM-006660,REP-000355,REPAIRED_BY
CLM-006661,CUS-002725,FILED_BY
CLM-006661,DEV-000377,USES_DEVICE
CLM-006661,REP-000172,REPAIRED_BY
CLM-006662,CUS-000602,FILED_BY
CLM-006662,DEV-002004,USES_DEVICE
CLM-006662,REP-000075,REPAIRED_BY
CLM-006663,CUS-000258,FILED_BY
CLM-006663,DEV-001204,USES_DEVICE
CLM-006663,REP-000334,REPAIRED_BY
CLM-006664,CUS-000545,FILED_BY
CLM-006664,DEV-001113,USES_DEVICE
CLM-006664,REP-000519,REPAIRED_BY
CLM-006665,CUS-000426,FILED_BY
CLM-006665,DEV-001070,USES_DEVICE
CLM-006666,CUS-001145,FILED_BY
CLM-006666,DEV-000687,USES_DEVICE
CLM-006666,REP-000137,REPAIRED_BY
CLM-006667,CUS-001597,FILED_BY
CLM-006667,DEV-001244,USES_DEVICE
CLM-006668,CUS-000793,FILED_BY
CLM-006668,DEV-002452,USES_DEVICE
CLM-006669,CUS-000493,FILED_BY
CLM-006669,DEV-000419,USES_DEVICE
CLM-006670,CUS-001989,FILED_BY
CLM-006670,DEV-002138,USES_DEVICE
CLM-006670,REP-000087,REPAIRED_BY
CLM-006671,CUS-000416,FILED_BY
CLM-006671,DEV-000003,USES_DEVICE
CLM-006672,CUS-002707,FILED_BY
CLM-006672,DEV-000641,USES_DEVICE
CLM-006672,REP-000105,REPAIRED_BY
CLM-006673,CUS-002430,FILED_BY
CLM-006673,DEV-002400,USES_DEVICE
CLM-006673,REP-000296,REPAIRED_BY
CLM-006674,CUS-001697,FILED_BY
CLM-006674,DEV-001049,USES_DEVICE
CLM-006674,REP-000223,REPAIRED_BY
CLM-006675,CUS-000436,FILED_BY
CLM-006675,DEV-000272,USES_DEVICE
CLM-006675,REP-000599,REPAIRED_BY
CLM-006676,CUS-000532,FILED_BY
CLM-006676,DEV-002359,USES_DEVICE
CLM-006677,CUS-000416,FILED_BY
CLM-006677,DEV-002105,USES_DEVICE
CLM-006677,REP-000414,REPAIRED_BY
CLM-006678,CUS-001259,FILED_BY
CLM-006678,DEV-001127,USES_DEVICE
CLM-006678,REP-000516,REPAIRED_BY
CLM-006679,CUS-000075,FILED_BY
CLM-006679,DEV-002766,USES_DEVICE
CLM-006679,REP-000193,REPAIRED_BY
CLM-006680,CUS-001667,FILED_BY
CLM-006680,DEV-002322,USES_DEVICE
CLM-006680,REP-000130,REPAIRED_BY
CLM-006681,CUS-001152,FILED_BY
CLM-006681,DEV-001268,USES_DEVICE
CLM-006681,REP-000447,REPAIRED_BY
CLM-006682,CUS-002310,FILED_BY
CLM-006682,DEV-000319,USES_DEVICE
CLM-006682,REP-000206,REPAIRED_BY
CLM-006683,CUS-001923,FILED_BY
CLM-006683,DEV-001115,USES_DEVICE
CLM-006683,REP-000581,REPAIRED_BY
CLM-006684,CUS-001718,FILED_BY
CLM-006684,DEV-000618,USES_DEVICE
CLM-006684,REP-000391,REPAIRED_BY
CLM-006685,CUS-000179,FILED_BY
CLM-006685,DEV-002401,USES_DEVICE
CLM-006686,CUS-001060,FILED_BY
CLM-006686,DEV-002825,USES_DEVICE
CLM-006686,REP-000034,REPAIRED_BY
CLM-006687,CUS-002740,FILED_BY
CLM-006687,DEV-002739,USES_DEVICE
CLM-006688,CUS-001406,FILED_BY
CLM-006688,DEV-000208,USES_DEVICE
CLM-006689,CUS-000428,FILED_BY
CLM-006689,DEV-002814,USES_DEVICE
CLM-006689,REP-000021,REPAIRED_BY
CLM-006690,CUS-001185,FILED_BY
CLM-006690,DEV-002034,USES_DEVICE
CLM-006691,CUS-002523,FILED_BY
CLM-006691,DEV-000355,USES_DEVICE
CLM-006691,REP-000401,REPAIRED_BY
CLM-006692,CUS-002487,FILED_BY
CLM-006692,DEV-001413,USES_DEVICE
CLM-006692,REP-000618,REPAIRED_BY
CLM-006693,CUS-000885,FILED_BY
CLM-006693,DEV-002903,USES_DEVICE
CLM-006694,CUS-002177,FILED_BY
CLM-006694,DEV-001377,USES_DEVICE
CLM-006695,CUS-002125,FILED_BY
CLM-006695,DEV-002941,USES_DEVICE
CLM-006695,REP-000492,REPAIRED_BY
CLM-006696,CUS-000647,FILED_BY
CLM-006696,DEV-001531,USES_DEVICE
CLM-006696,REP-000431,REPAIRED_BY
CLM-006697,CUS-000277,FILED_BY
CLM-006697,DEV-001441,USES_DEVICE
CLM-006697,REP-000298,REPAIRED_BY
CLM-006698,CUS-001697,FILED_BY
CLM-006698,DEV-002238,USES_DEVICE
CLM-006698,REP-000504,REPAIRED_BY
CLM-006699,CUS-000652,FILED_BY
CLM-006699,DEV-000297,USES_DEVICE
CLM-006699,REP-000037,REPAIRED_BY
CLM-006700,CUS-002540,FILED_BY
CLM-006700,DEV-002486,USES_DEVICE
CLM-006700,REP-000473,REPAIRED_BY
CLM-006701,CUS-002960,FILED_BY
CLM-006701,DEV-000552,USES_DEVICE
CLM-006701,REP-000351,REPAIRED_BY
CLM-006702,CUS-001477,FILED_BY
CLM-006702,DEV-002418,USES_DEVICE
CLM-006702,REP-000490,REPAIRED_BY
CLM-006703,CUS-002309,FILED_BY
CLM-006703,DEV-001179,USES_DEVICE
CLM-006704,CUS-001670,FILED_BY
CLM-006704,DEV-001442,USES_DEVICE
CLM-006705,CUS-000449,FILED_BY
CLM-006705,DEV-001699,USES_DEVICE
CLM-006705,REP-000598,REPAIRED_BY
CLM-006706,CUS-000676,FILED_BY
CLM-006706,DEV-002553,USES_DEVICE
CLM-006706,REP-000206,REPAIRED_BY
CLM-006707,CUS-000360,FILED_BY
CLM-006707,DEV-001632,USES_DEVICE
CLM-006707,REP-000220,REPAIRED_BY
CLM-006708,CUS-000602,FILED_BY
CLM-006708,DEV-002004,USES_DEVICE
CLM-006709,CUS-002097,FILED_BY
CLM-006709,DEV-000063,USES_DEVICE
CLM-006709,REP-000071,REPAIRED_BY
CLM-006710,CUS-000255,FILED_BY
CLM-006710,DEV-000136,USES_DEVICE
CLM-006710,REP-000529,REPAIRED_BY
CLM-006711,CUS-000726,FILED_BY
CLM-006711,DEV-001689,USES_DEVICE
CLM-006712,CUS-002303,FILED_BY
CLM-006712,DEV-001715,USES_DEVICE
CLM-006712,REP-000694,REPAIRED_BY
CLM-006713,CUS-001434,FILED_BY
CLM-006713,DEV-002487,USES_DEVICE
CLM-006713,REP-000375,REPAIRED_BY
CLM-006714,CUS-002774,FILED_BY
CLM-006714,DEV-002959,USES_DEVICE
CLM-006715,CUS-000749,FILED_BY
CLM-006715,DEV-000356,USES_DEVICE
CLM-006715,REP-000169,REPAIRED_BY
CLM-006716,CUS-000753,FILED_BY
CLM-006716,DEV-002020,USES_DEVICE
CLM-006716,REP-000085,REPAIRED_BY
CLM-006717,CUS-000867,FILED_BY
CLM-006717,DEV-000213,USES_DEVICE
CLM-006718,CUS-000358,FILED_BY
CLM-006718,DEV-000726,USES_DEVICE
CLM-006718,REP-000144,REPAIRED_BY
CLM-006719,CUS-000696,FILED_BY
CLM-006719,DEV-000779,USES_DEVICE
CLM-006719,REP-000641,REPAIRED_BY
CLM-006720,CUS-000464,FILED_BY
CLM-006720,DEV-001048,USES_DEVICE
CLM-006720,REP-000206,REPAIRED_BY
CLM-006721,CUS-002373,FILED_BY
CLM-006721,DEV-001002,USES_DEVICE
CLM-006721,REP-000612,REPAIRED_BY
CLM-006722,CUS-001762,FILED_BY
CLM-006722,DEV-000211,USES_DEVICE
CLM-006722,REP-000396,REPAIRED_BY
CLM-006723,CUS-002208,FILED_BY
CLM-006723,DEV-002085,USES_DEVICE
CLM-006724,CUS-002300,FILED_BY
