claim_id,node_degree,community_id,community_size,pagerank_score,n_shared_devices,n_shared_addresses,n_shared_shops,n_shared_payments
CLM-006089,3,19,261,6.420928692903448e-05,1,0,3,0
CLM-006090,2,112,172,5.0459359366563355e-05,1,0,0,0
CLM-006091,2,86,230,4.3367078377940545e-05,4,0,0,0
CLM-006092,3,80,306,5.880763578370791e-05,5,0,11,0
CLM-006093,2,112,172,4.121144238838213e-05,12,0,0,0
CLM-006094,2,78,272,4.997386316885455e-05,4,0,0,0
CLM-006095,3,124,145,6.591499432594308e-05,3,0,4,0
CLM-006096,2,131,61,4.9852254227734076e-05,2,0,0,0
CLM-006097,3,122,299,5.9282995449772755e-05,5,0,6,0
CLM-006098,3,28,254,5.9811215515764726e-05,2,0,3,0
CLM-006099,3,5,184,5.4069627270300894e-05,6,0,6,0
CLM-006100,2,99,204,4.228957579622769e-05,9,0,0,0
CLM-006101,2,4,171,4.376814907783167e-05,4,0,0,0
CLM-006102,3,128,197,6.206106600510469e-05,6,0,2,0
CLM-006103,2,124,145,5.992934501409603e-05,0,0,0,0
CLM-006104,3,65,160,5.940172554034567e-05,4,0,5,0
CLM-006105,3,112,172,5.868381012726323e-05,3,0,3,0
CLM-006106,2,82,262,4.645870467174484e-05,2,0,0,0
CLM-006107,2,122,299,4.9187692373736417e-05,4,0,0,0
CLM-006108,2,25,266,4.464181161664902e-05,2,0,0,0
CLM-006109,3,75,184,6.373093535792728e-05,2,0,8,0
CLM-006110,3,31,151,5.9086782457132815e-05,3,0,3,0
CLM-006111,2,139,96,5.2971544809743026e-05,2,0,0,0
CLM-006112,2,118,113,4.632932083635941e-05,1,0,0,0
CLM-006113,3,70,239,5.977692136010165e-05,5,0,5,0
CLM-006114,3,40,252,5.540504732189353e-05,3,0,8,0
CLM-006115,2,146,202,4.794049444582191e-05,2,0,0,0
CLM-006116,2,71,210,4.487244316586635e-05,3,0,0,0
CLM-006117,3,113,112,5.484307287396043e-05,5,0,10,0
CLM-006118,3,25,266,5.70657738375315e-05,3,0,6,0
CLM-006119,3,28,254,5.4847125637062574e-05,3,0,10,0
CLM-006120,2,20,224,4.991037171409728e-05,1,0,0,0
CLM-006121,3,7,228,5.8609622449586076e-05,4,0,7,0
CLM-006122,3,78,272,6.527342158960185e-05,1,0,3,0
CLM-006123,3,5,184,5.587947662952089e-05,10,0,4,0
CLM-006124,2,123,185,4.575699325394295e-05,3,0,0,0
CLM-006125,3,68,161,6.095980223360415e-05,3,0,6,0
CLM-006126,2,39,253,4.2963043794260165e-05,3,0,0,0
CLM-006127,2,79,85,4.9415454626840894e-05,1,0,0,0
CLM-006128,2,57,193,4.088212950217551e-05,5,0,0,0
CLM-006129,2,107,161,5.5781740321107586e-05,1,0,0,0
CLM-006130,3,88,244,6.0697439702762256e-05,2,0,3,0
CLM-006131,3,135,141,6.422398334149642e-05,2,0,3,0
CLM-006132,3,110,151,5.824586305072143e-05,6,0,12,0
CLM-006133,2,124,145,4.5138270742896175e-05,2,0,0,0
CLM-006134,3,87,114,5.8416127795662986e-05,4,0,8,0
CLM-006135,3,82,262,6.656036320366776e-05,1,0,4,0
CLM-006136,3,146,202,5.9377385773428675e-05,1,0,9,0
CLM-006137,3,67,251,5.8770036954912866e-05,3,0,8,0
CLM-006138,3,68,161,6.81698105133102e-05,1,0,6,0
CLM-006139,2,60,185,6.808598578264555e-05,0,0,0,0
CLM-006140,2,117,108,4.322978525274953e-05,3,0,0,0
CLM-006141,2,28,254,4.500601713384404e-05,6,0,0,0
CLM-006142,2,20,224,4.3810314356794375e-05,2,0,0,0
CLM-006143,3,60,185,5.8383691682867544e-05,1,0,6,0
CLM-006144,2,96,149,4.505816318629511e-05,2,0,0,0
CLM-006145,3,46,231,5.7888068358469044e-05,6,0,4,0
CLM-006146,3,54,156,5.9098614994206055e-05,4,0,4,0
CLM-006147,2,148,222,4.352775244617804e-05,4,0,0,0
CLM-006148,2,40,252,4.287353371720249e-05,5,0,0,0
CLM-006149,3,119,83,6.315002106730006e-05,2,0,2,0
CLM-006150,2,5,184,4.13895106396093e-05,3,0,0,0
CLM-006151,2,7,228,4.310316906061576e-05,2,0,0,0
CLM-006152,2,6,344,3.975878943020602e-05,14,0,0,0
CLM-006153,3,6,344,6.153013663640552e-05,3,0,5,0
CLM-006154,2,88,244,4.556708180067132e-05,2,0,0,0
CLM-006155,2,17,185,4.23118888571938e-05,7,0,0,0
CLM-006156,2,16,208,4.2052326159323965e-05,10,0,0,0
CLM-006157,3,136,199,5.640234921496985e-05,8,0,4,0
CLM-006158,2,88,244,4.738943022864484e-05,2,0,0,0
CLM-006159,2,21,196,4.514812495343179e-05,3,0,0,0
CLM-006160,3,135,141,6.999741912816388e-05,0,0,8,0
CLM-006161,3,5,184,8.071712843109456e-05,0,0,4,0
CLM-006162,3,81,211,6.60156964956004e-05,2,0,5,0
CLM-006163,2,88,244,4.2120661379402427e-05,9,0,0,0
CLM-006164,3,150,122,5.497064965090389e-05,4,0,10,0
CLM-006165,2,6,344,4.341357086563854e-05,3,0,0,0
CLM-006166,2,133,244,4.49447294108149e-05,5,0,0,0
CLM-006167,2,75,184,4.3366057840858443e-05,4,0,0,0
CLM-006168,3,77,134,6.021251031307298e-05,3,0,6,0
CLM-006169,3,23,168,6.032945876892461e-05,4,0,3,0
CLM-006170,3,111,213,6.544568068681225e-05,2,0,1,0
CLM-006171,2,96,149,5.306527909147731e-05,1,0,0,0
CLM-006172,3,122,299,6.23451459793422e-05,4,0,8,0
CLM-006173,3,107,161,6.416825419181698e-05,1,0,8,0
CLM-006174,3,90,201,5.9472830341632606e-05,5,0,8,0
CLM-006175,3,28,254,5.717079639655865e-05,4,0,3,0
CLM-006176,3,31,151,6.389594597991819e-05,1,0,3,0
CLM-006177,2,1,187,4.6890862608011645e-05,4,0,0,0
CLM-006178,3,82,262,6.03676356151222e-05,4,0,6,0
CLM-006179,3,112,172,6.976380328247681e-05,1,0,2,0
CLM-006180,3,50,142,5.868567080681129e-05,7,0,4,0
CLM-006181,2,7,228,4.313762356210983e-05,6,0,0,0
CLM-006182,3,5,184,5.664536053050508e-05,3,0,7,0
CLM-006183,3,67,251,6.138490012378552e-05,2,0,2,0
CLM-006184,3,50,142,5.785575332746739e-05,10,0,2,0
CLM-006185,2,67,251,4.286920629197331e-05,6,0,0,0
CLM-006186,3,22,165,5.8204418815071694e-05,2,0,6,0
CLM-006187,3,84,191,6.339967375053782e-05,8,0,3,0
CLM-006188,2,40,252,4.376832946792989e-05,4,0,0,0
CLM-006189,3,148,222,6.155868142736619e-05,5,0,2,0
CLM-006190,3,68,161,5.819659450324055e-05,4,0,5,0
CLM-006191,3,5,184,5.822001912493995e-05,6,0,8,0
CLM-006192,2,25,266,4.581487234951005e-05,1,0,0,0
CLM-006193,3,124,145,6.058978192996845e-05,3,0,9,0
CLM-006194,2,23,168,4.4209709084589897e-05,3,0,0,0
CLM-006195,3,112,172,5.820887791283785e-05,9,0,5,0
CLM-006196,3,70,239,8.01104241577693e-05,0,0,2,0
CLM-006197,3,90,201,5.5686296909784006e-05,7,0,4,0
CLM-006198,2,87,114,4.11030922992656e-05,8,0,0,0
CLM-006199,2,45,190,4.601312466928346e-05,1,0,0,0
CLM-006200,3,71,210,5.963595525857695e-05,6,0,2,0
CLM-006201,3,77,134,7.871166326810754e-05,0,0,9,0
CLM-006202,3,22,165,5.7188953172642156e-05,5,0,4,0
CLM-006203,2,65,160,4.324957085132832e-05,3,0,0,0
CLM-006204,2,65,160,5.397810451686723e-05,0,0,0,0
CLM-006205,3,40,252,5.717113495104512e-05,8,0,10,0
CLM-006206,2,43,117,4.5420787971621046e-05,4,0,0,0
CLM-006207,3,29,129,6.214169386422295e-05,2,0,5,0
CLM-006208,3,22,165,5.879866439936017e-05,2,0,8,0
CLM-006209,2,21,196,4.519796782466174e-05,2,0,0,0
CLM-006210,2,120,173,4.494132098985736e-05,2,0,0,0
CLM-006211,3,80,306,5.8843841897431285e-05,2,0,3,0
CLM-006212,2,64,151,4.67634964135574e-05,4,0,0,0
CLM-006213,3,17,185,5.3573117291687725e-05,5,0,7,0
CLM-006214,2,78,272,4.405343346119826e-05,5,0,0,0
CLM-006215,2,107,161,5.29538137343968e-05,2,0,0,0
CLM-006216,3,12,118,6.11929125932358e-05,4,0,3,0
CLM-006217,3,148,222,6.080948750855253e-05,2,0,7,0
CLM-006218,2,133,244,4.570100001133704e-05,4,0,0,0
CLM-006219,3,122,299,6.039212228250243e-05,2,0,8,0
CLM-006220,2,128,197,3.958747195951681e-05,11,0,0,0
CLM-006221,2,81,211,3.937225827529814e-05,9,0,0,0
CLM-006222,3,20,224,6.027335309448867e-05,12,0,7,0
CLM-006223,2,122,299,4.400674281362874e-05,3,0,0,0
CLM-006224,3,97,185,6.245532088714427e-05,2,0,5,0
CLM-006225,2,6,344,4.875901257646602e-05,9,0,0,0
CLM-006226,2,4,171,4.182001822262075e-05,9,0,0,0
CLM-006227,2,80,306,4.502114281574304e-05,2,0,0,0
CLM-006228,2,72,241,4.363117707422195e-05,4,0,0,0
CLM-006229,3,37,170,7.877373206229677e-05,0,0,10,0
CLM-006230,2,64,151,4.44451067598387e-05,3,0,0,0
CLM-006231,3,81,211,5.4960474616543924e-05,9,0,9,0
CLM-006232,2,86,230,4.439875439877741e-05,3,0,0,0
CLM-006233,3,81,211,5.756400988090256e-05,2,0,8,0
CLM-006234,2,103,178,5.287165005398126e-05,2,0,0,0
CLM-006235,2,102,256,4.1978307358698995e-05,3,0,0,0
CLM-006236,3,119,83,5.6459876716669934e-05,6,0,6,0
CLM-006237,2,146,202,4.8711649346809235e-05,5,0,0,0
CLM-006238,3,22,165,5.466061083011346e-05,6,0,11,0
CLM-006239,3,110,151,6.368433616669312e-05,3,0,1,0
CLM-006240,2,12,118,4.519807063770898e-05,2,0,0,0
CLM-006241,3,19,261,5.812930982126788e-05,9,0,4,0
CLM-006242,2,122,299,4.6411723176310875e-05,3,0,0,0
CLM-006243,3,22,165,5.729066805173318e-05,5,0,5,0
CLM-006244,3,84,191,5.647589378570634e-05,4,0,6,0
CLM-006245,2,112,172,4.093490051984379e-05,12,0,0,0
CLM-006246,3,19,261,5.851425947908999e-05,3,0,4,0
CLM-006247,3,64,151,5.8828778848694156e-05,4,0,6,0
CLM-006248,3,40,252,5.7095518444700895e-05,3,0,6,0
CLM-006249,2,84,191,5.7235143343962226e-05,0,0,0,0
CLM-006250,2,67,251,4.295133154617505e-05,6,0,0,0
CLM-006251,3,133,244,5.9814708448045596e-05,3,0,9,0
CLM-006252,2,25,266,4.89538978743798e-05,8,0,0,0
CLM-006253,3,75,184,6.063731372063381e-05,4,0,2,0
CLM-006254,3,29,129,5.8624626776003975e-05,4,0,5,0
CLM-006255,2,111,213,5.297222387255984e-05,3,0,0,0
CLM-006256,2,52,65,4.770879065889667e-05,2,0,0,0
CLM-006257,3,128,197,6.118126238842283e-05,5,0,4,0
CLM-006258,2,102,256,4.0620955693892114e-05,5,0,0,0
CLM-006259,3,29,129,5.580638241661247e-05,5,0,6,0
CLM-006260,2,126,110,5.7199561690515015e-05,1,0,0,0
CLM-006261,3,99,204,5.5974483168567537e-05,3,0,5,0
CLM-006262,3,31,151,5.868148827247812e-05,2,0,6,0
CLM-006263,3,117,108,6.255372314220018e-05,2,0,7,0
CLM-006264,3,65,160,6.675812380280035e-05,3,0,9,0
CLM-006265,3,113,112,5.6740923238867655e-05,4,0,9,0
CLM-006266,2,52,65,4.740390326356506e-05,2,0,0,0
CLM-006267,2,7,228,4.5238705118452494e-05,6,0,0,0
CLM-006268,3,46,231,5.700125951246703e-05,4,0,10,0
CLM-006269,3,67,251,6.658524678932693e-05,0,0,6,0
CLM-006270,3,65,160,5.707536237871373e-05,9,0,6,0
CLM-006271,3,46,231,5.993950847862614e-05,2,0,3,0
CLM-006272,3,67,251,6.172624762066361e-05,4,0,12,0
CLM-006273,2,21,196,3.905402960689403e-05,15,0,0,0
CLM-006274,2,112,172,4.349736288542699e-05,4,0,0,0
CLM-006275,3,135,141,5.751240676089161e-05,3,0,5,0
CLM-006276,3,19,261,5.83906723983333e-05,3,0,6,0
CLM-006277,3,86,230,5.817860900827457e-05,10,0,9,0
CLM-006278,2,102,256,4.341854921708248e-05,3,0,0,0
CLM-006279,3,112,172,6.402669394568877e-05,1,0,5,0
CLM-006280,3,33,252,7.018465841724056e-05,5,0,3,0
CLM-006281,3,50,142,5.7717259462941803e-05,7,0,6,0
CLM-006282,2,21,196,3.81009983141327e-05,15,0,0,0
CLM-006283,2,157,6,6.231403261615587e-05,1,0,0,0
CLM-006284,3,67,251,6.661098938551854e-05,1,0,3,0
CLM-006285,3,136,199,6.288941586840467e-05,2,0,5,0
CLM-006286,2,70,239,4.155962248956657e-05,6,0,0,0
CLM-006287,2,29,129,4.6353102139339306e-05,1,0,0,0
CLM-006288,3,150,122,6.849691756704279e-05,1,0,2,0
CLM-006289,2,67,251,4.295133154617505e-05,6,0,0,0
CLM-006290,2,103,178,6.104117756098645e-05,1,0,0,0
CLM-006291,3,42,157,5.9529891045728256e-05,7,0,9,0
CLM-006292,2,72,241,4.1707825302460906e-05,4,0,0,0
CLM-006293,3,39,253,5.790410298721685e-05,8,0,3,0
CLM-006294,2,39,253,4.4739574290735294e-05,1,0,0,0
CLM-006295,2,79,85,4.3539024056385055e-05,2,0,0,0
CLM-006296,3,82,262,5.763358996700427e-05,4,0,6,0
CLM-006297,3,54,156,6.184589836212886e-05,2,0,3,0
CLM-006298,3,2,86,6.4034247132794e-05,3,0,5,0
CLM-006299,2,75,184,4.807017681825185e-05,1,0,0,0
CLM-006300,3,6,344,5.742461153058717e-05,4,0,6,0
CLM-006301,2,3,130,4.476894422138873e-05,3,0,0,0
CLM-006302,3,6,344,5.733803087675386e-05,4,0,5,0
CLM-006303,3,122,299,7.065467501254519e-05,2,0,3,0
CLM-006304,2,57,193,5.346854601829033e-05,2,0,0,0
CLM-006305,2,113,112,4.8195539187747526e-05,2,0,0,0
CLM-006306,2,40,252,5.548345104044585e-05,1,0,0,0
CLM-006307,3,22,165,6.0332804464837957e-05,2,0,8,0
CLM-006308,3,86,230,6.0898347458808164e-05,7,0,4,0
CLM-006309,3,102,256,6.199778369455872e-05,2,0,4,0
CLM-006310,3,20,224,6.29163687311244e-05,2,0,7,0
CLM-006311,3,68,161,5.922499734979113e-05,4,0,5,0
CLM-006312,2,133,244,4.501943907387129e-05,3,0,0,0
CLM-006313,3,28,254,5.731220206520172e-05,5,0,6,0
CLM-006314,3,110,151,5.6401872617946764e-05,4,0,5,0
CLM-006315,3,119,83,5.979560424500601e-05,3,0,8,0
CLM-006316,2,46,231,4.983241558183426e-05,1,0,0,0
CLM-006317,3,97,185,5.987574985372216e-05,3,0,8,0
CLM-006318,2,128,197,4.575210303660264e-05,2,0,0,0
CLM-006319,3,88,244,5.5814642480214285e-05,5,0,5,0
CLM-006320,3,31,151,5.693799036285432e-05,6,0,5,0
CLM-006321,3,25,266,6.205138853910159e-05,1,0,10,0
CLM-006322,3,16,208,6.010344057303332e-05,1,0,5,0
CLM-006323,3,28,254,6.085336407801387e-05,2,0,5,0
CLM-006324,3,21,196,6.70911751866462e-05,1,0,5,0
CLM-006325,2,42,157,4.06199329042617e-05,9,0,0,0
CLM-006326,3,14,186,6.395800012642098e-05,1,0,10,0
CLM-006327,2,22,165,5.292062198827615e-05,1,0,0,0
CLM-006328,3,112,172,5.754614545323251e-05,12,0,4,0
CLM-006329,2,86,230,4.5631410907250666e-05,5,0,0,0
CLM-006330,3,84,191,6.56714758828864e-05,1,0,8,0
CLM-006331,3,68,161,6.021769727704179e-05,2,0,9,0
CLM-006332,3,80,306,5.666690031971066e-05,9,0,5,0
CLM-006333,3,88,244,5.554585329783224e-05,8,0,5,0
CLM-006334,3,120,173,5.809885175437452e-05,3,0,4,0
CLM-006335,3,82,262,5.9275912714854735e-05,6,0,9,0
CLM-006336,2,28,254,4.4561548791746505e-05,3,0,0,0
CLM-006337,3,139,96,6.349815425094271e-05,7,0,6,0
CLM-006338,2,40,252,6.684757853459122e-05,0,0,0,0
CLM-006339,3,78,272,6.955254970484298e-05,0,0,7,0
CLM-006340,3,135,141,5.693165263612502e-05,3,0,8,0
CLM-006341,2,25,266,4.1823072934926825e-05,5,0,0,0
CLM-006342,2,61,56,5.220772178036861e-05,1,0,0,0
CLM-006343,3,7,228,5.7438845337556534e-05,8,0,7,0
CLM-006344,3,25,266,6.181104931196333e-05,1,0,4,0
CLM-006345,2,75,184,4.955544994671755e-05,2,0,0,0
CLM-006346,2,117,108,4.322978525274953e-05,3,0,0,0
CLM-006347,3,80,306,6.318988188052121e-05,2,0,3,0
CLM-006348,2,110,151,5.435993537000533e-05,0,0,0,0
CLM-006349,2,88,244,4.591855521780181e-05,4,0,0,0
CLM-006350,2,128,197,4.301009944888707e-05,6,0,0,0
CLM-006351,3,118,113,5.846460484583909e-05,2,0,9,0
CLM-006352,3,20,224,5.843560250121346e-05,2,0,6,0
CLM-006353,2,99,204,4.3334166136273435e-05,4,0,0,0
CLM-006354,3,67,251,5.485754405906397e-05,4,0,7,0
CLM-006355,3,28,254,5.7494592201369135e-05,2,0,3,0
CLM-006356,2,57,193,4.281705680896599e-05,5,0,0,0
CLM-006357,3,56,91,6.561786844220619e-05,2,0,3,0
CLM-006358,3,110,151,6.359564569019598e-05,1,0,5,0
CLM-006359,2,122,299,6.805752513928812e-05,0,0,0,0
CLM-006360,3,99,204,5.914318906605903e-05,3,0,6,0
CLM-006361,3,97,185,5.646460358360177e-05,2,0,9,0
CLM-006362,3,84,191,6.0614283224064955e-05,1,0,9,0
CLM-006363,2,14,186,3.8958830296878996e-05,6,0,0,0
CLM-006364,2,6,344,4.2998520834888866e-05,2,0,0,0
CLM-006365,2,75,184,4.3590392381379905e-05,6,0,0,0
CLM-006366,2,60,185,4.411624009607765e-05,4,0,0,0
CLM-006367,3,72,241,6.675691785214436e-05,4,0,7,0
CLM-006368,2,82,262,6.495426019624263e-05,0,0,0,0
CLM-006369,3,84,191,5.906880507381785e-05,3,0,6,0
CLM-006370,3,84,191,6.704944325462132e-05,1,0,5,0
CLM-006371,2,6,344,4.1256843692710346e-05,9,0,0,0
CLM-006372,3,68,161,5.795510095007251e-05,4,0,11,0
CLM-006373,3,102,256,5.980297850500013e-05,3,0,5,0
CLM-006374,3,80,306,6.025935036119172e-05,4,0,5,0
CLM-006375,2,124,145,4.5854251947455586e-05,3,0,0,0
CLM-006376,3,22,165,5.789761187895008e-05,4,0,8,0
CLM-006377,2,42,157,3.986131616703642e-05,7,0,0,0
CLM-006378,3,111,213,6.502702248481902e-05,4,0,5,0
CLM-006379,2,120,173,4.238709884697479e-05,10,0,0,0
CLM-006380,3,70,239,6.278962432952269e-05,5,0,2,0
CLM-006381,2,72,241,4.8976267328836876e-05,2,0,0,0
CLM-006382,3,112,172,5.560733484778693e-05,9,0,9,0
CLM-006383,3,25,266,6.35971990501531e-05,2,0,11,0
CLM-006384,3,103,178,5.4643915817723725e-05,5,0,6,0
CLM-006385,3,19,261,6.943367247515928e-05,4,0,4,0
CLM-006386,3,20,224,6.115440225606467e-05,9,0,4,0
CLM-006387,2,17,185,4.273806587203774e-05,4,0,0,0
CLM-006388,2,23,168,4.3133974594135004e-05,4,0,0,0
CLM-006389,3,135,141,6.027249235944494e-05,1,0,6,0
CLM-006390,3,139,96,5.757657478163075e-05,3,0,6,0
CLM-006391,3,17,185,5.9682645683495435e-05,3,0,5,0
CLM-006392,2,135,141,4.788028534629696e-05,2,0,0,0
CLM-006393,2,71,210,5.105448469802513e-05,1,0,0,0
CLM-006394,2,1,187,4.008956812185838e-05,5,0,0,0
CLM-006395,2,90,201,4.194508353035715e-05,5,0,0,0
CLM-006396,3,43,117,6.017399187163146e-05,4,0,9,0
CLM-006397,2,96,149,4.3561911101106065e-05,2,0,0,0
CLM-006398,2,21,196,4.196770057942568e-05,7,0,0,0
CLM-006399,3,21,196,5.967434812782478e-05,2,0,11,0
CLM-006400,3,78,272,5.7880471860380475e-05,7,0,5,0
CLM-006401,2,4,171,3.937287551860513e-05,10,0,0,0
CLM-006402,3,57,193,7.313524377989748e-05,0,0,7,0
CLM-006403,2,150,122,4.421083565388781e-05,2,0,0,0
CLM-006404,2,138,126,4.833698739775195e-05,1,0,0,0
CLM-006405,3,84,191,7.176929216255554e-05,1,0,1,0
CLM-006406,2,31,151,4.269048419860886e-05,3,0,0,0
CLM-006407,3,142,134,7.444888284477225e-05,1,0,4,0
CLM-006408,2,24,168,4.615566873803952e-05,2,0,0,0
CLM-006409,2,136,199,4.705727020409808e-05,2,0,0,0
CLM-006410,3,142,134,5.721816563812334e-05,3,0,6,0
CLM-006411,2,6,344,4.2873293617511416e-05,4,0,0,0
CLM-006412,2,1,187,4.3395549082212105e-05,4,0,0,0
CLM-006413,3,67,251,5.302948693316419e-05,5,0,8,0
CLM-006414,3,90,201,5.6939630751688095e-05,5,0,11,0
CLM-006415,3,6,344,5.885804021952012e-05,4,0,6,0
CLM-006416,2,87,114,4.102639382024074e-05,9,0,0,0
CLM-006417,3,28,254,6.072881540699743e-05,3,0,4,0
CLM-006418,3,70,239,5.6981922303988996e-05,4,0,6,0
CLM-006419,3,136,199,6.269802020719376e-05,2,0,6,0
CLM-006420,3,25,266,5.788216423660813e-05,6,0,8,0
CLM-006421,3,128,197,6.0789452265525666e-05,2,0,8,0
CLM-006422,3,1,187,6.241409371750595e-05,4,0,7,0
CLM-006423,3,57,193,7.244244139954674e-05,0,0,12,0
CLM-006424,2,102,256,4.488246730490614e-05,3,0,0,0
CLM-006425,3,19,261,5.835862908889825e-05,5,0,5,0
CLM-006426,3,72,241,5.700477380858608e-05,4,0,5,0
CLM-006427,3,31,151,6.29110408439343e-05,1,0,6,0
CLM-006428,2,111,213,4.447812682392708e-05,2,0,0,0
CLM-006429,2,1,187,4.222160296477058e-05,3,0,0,0
CLM-006430,2,29,129,5.087959179100828e-05,1,0,0,0
CLM-006431,2,78,272,4.61976353711708e-05,4,0,0,0
CLM-006432,3,107,161,5.91617834334236e-05,4,0,7,0
CLM-006433,3,70,239,6.376078556328223e-05,1,0,4,0
CLM-006434,3,81,211,6.225692402384033e-05,1,0,6,0
CLM-006435,3,60,185,5.749719044333536e-05,5,0,6,0
CLM-006436,2,124,145,4.5854251947455586e-05,3,0,0,0
CLM-006437,3,87,114,5.7087007827274504e-05,5,0,5,0
CLM-006438,2,126,110,4.685212211640624e-05,4,0,0,0
CLM-006439,2,112,172,5.806316639207134e-05,0,0,0,0
CLM-006440,2,29,129,4.435770284599412e-05,6,0,0,0
CLM-006441,3,65,160,5.6362819886411665e-05,8,0,8,0
CLM-006442,2,54,156,5.0251519124667255e-05,1,0,0,0
CLM-006443,2,111,213,5.085883158208172e-05,2,0,0,0
CLM-006444,3,37,170,6.0636799362459316e-05,3,0,4,0
CLM-006445,2,78,272,5.7696162061804695e-05,0,0,0,0
CLM-006446,3,17,185,6.546484545157926e-05,2,0,7,0
CLM-006447,2,111,213,4.62991669224381e-05,1,0,0,0
CLM-006448,3,122,299,6.199756923189773e-05,1,0,3,0
CLM-006449,3,1,187,6.54841060596149e-05,3,0,3,0
CLM-006450,2,136,199,4.360124828358472e-05,2,0,0,0
CLM-006451,3,124,145,6.0310875861921656e-05,9,0,8,0
CLM-006452,2,71,210,4.476851707013175e-05,3,0,0,0
CLM-006453,3,20,224,5.875106719857339e-05,6,0,3,0
CLM-006454,2,17,185,4.200390485187575e-05,7,0,0,0
CLM-006455,2,79,85,5.085910057631383e-05,1,0,0,0
CLM-006456,3,99,204,5.988896824990706e-05,2,0,6,0
CLM-006457,2,81,211,4.8016897507464584e-05,4,0,0,0
CLM-006458,3,107,161,5.629414947208328e-05,5,0,7,0
CLM-006459,3,120,173,6.461804320205598e-05,2,0,8,0
CLM-006460,3,75,184,6.390859976974414e-05,2,0,4,0
CLM-006461,3,39,253,5.63329881913088e-05,8,0,7,0
CLM-006462,3,7,228,7.951702864509254e-05,0,0,5,0
CLM-006463,3,20,224,6.020883240264568e-05,1,0,3,0
CLM-006464,2,17,185,4.34639105641954e-05,7,0,0,0
CLM-006465,3,82,262,5.543656093447542e-05,7,0,7,0
CLM-006466,2,40,252,4.990323829556539e-05,3,0,0,0
CLM-006467,2,57,193,4.9501765833822905e-05,2,0,0,0
CLM-006468,2,7,228,5.300754342395576e-05,1,0,0,0
CLM-006469,2,75,184,4.3366057840858443e-05,4,0,0,0
CLM-006470,3,16,208,6.160419195234443e-05,4,0,6,0
CLM-006471,3,25,266,5.7984460650673835e-05,3,0,4,0
CLM-006472,2,148,222,4.242369990475304e-05,2,0,0,0
CLM-006473,2,81,211,4.6207271286629554e-05,2,0,0,0
CLM-006474,2,133,244,4.207155380036204e-05,4,0,0,0
CLM-006475,2,5,184,5.171211158275341e-05,2,0,0,0
CLM-006476,2,165,5,7.834125474411441e-05,0,0,0,0
CLM-006477,2,46,231,4.04434766915817e-05,5,0,0,0
CLM-006478,2,39,253,4.146140029124297e-05,4,0,0,0
CLM-006479,3,86,230,5.432014442981706e-05,7,0,11,0
CLM-006480,3,20,224,7.103091383805583e-05,0,0,9,0
CLM-006481,3,16,208,5.903085180686832e-05,3,0,9,0
CLM-006482,3,64,151,5.803626359486294e-05,10,0,4,0
CLM-006483,3,102,256,5.688828682650012e-05,4,0,6,0
CLM-006484,3,75,184,6.15633934158916e-05,1,0,5,0
CLM-006485,2,133,244,4.2934045753189234e-05,3,0,0,0
CLM-006486,2,90,201,4.152759026916033e-05,2,0,0,0
CLM-006487,3,135,141,5.753690628894996e-05,3,0,6,0
CLM-006488,2,68,161,4.038112029025528e-05,7,0,0,0
CLM-006489,3,39,253,5.6333715165210524e-05,4,0,6,0
CLM-006490,2,84,191,4.5171678454568884e-05,1,0,0,0
CLM-006491,3,117,108,5.8198674484801236e-05,5,0,3,0
CLM-006492,2,103,178,4.5870351700355735e-05,2,0,0,0
CLM-006493,3,17,185,5.477517948240563e-05,5,0,6,0
CLM-006494,3,81,211,6.0810148167471675e-05,1,0,11,0
CLM-006495,3,75,184,6.298819350853369e-05,2,0,5,0
CLM-006496,2,28,254,4.155528396258408e-05,2,0,0,0
CLM-006497,2,80,306,5.627392607793489e-05,0,0,0,0
CLM-006498,3,29,129,6.503591206223295e-05,4,0,3,0
CLM-006499,2,138,126,4.593041258535461e-05,2,0,0,0
CLM-006500,3,64,151,5.987791299556242e-05,5,0,6,0
CLM-006501,2,122,299,4.5890849297730636e-05,5,0,0,0
CLM-006502,3,87,114,5.519852700360838e-05,5,0,7,0
CLM-006503,3,97,185,6.512195094173057e-05,0,0,3,0
CLM-006504,3,72,241,6.129916755736117e-05,2,0,4,0
CLM-006505,3,21,196,5.397226984988974e-05,15,0,8,0
CLM-006506,2,2,86,4.2826940933826066e-05,3,0,0,0
CLM-006507,3,122,299,5.603113073629698e-05,4,0,10,0
CLM-006508,3,86,230,6.238118946596524e-05,4,0,2,0
CLM-006509,3,118,113,6.951293035806637e-05,1,0,9,0
CLM-006510,3,122,299,5.649948076551063e-05,4,0,6,0
CLM-006511,3,122,299,6.139319779855126e-05,1,0,5,0
CLM-006512,3,90,201,6.495750400700189e-05,2,0,7,0
CLM-006513,3,80,306,5.803189080256969e-05,3,0,5,0
CLM-006514,3,118,113,5.54215009166616e-05,7,0,9,0
CLM-006515,3,117,108,5.811217876327779e-05,4,0,2,0
CLM-006516,3,68,161,6.731409161240409e-05,0,0,5,0
CLM-006517,2,4,171,4.6449430410479835e-05,4,0,0,0
CLM-006518,2,50,142,4.346011039026782e-05,4,0,0,0
CLM-006519,3,88,244,5.808465188430095e-05,7,0,5,0
CLM-006520,3,14,186,5.6420734046533517e-05,6,0,8,0
